First Name,Last Name,COMMCODE,TRADECODE,ADDRESS,PHONE,EMAIL
POOJA EXPORTS,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,C,P352,"924,DEENMANI ,CHIKHLI, DIST. NAVSARI ,GUJARAT  Pin:396521",9824145167,bhikhukapadia@yahoo.com
DIVYA ENTERPRISES,CARDAMOM LARGE       CHILLIES             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          GARLIC              ,C,D399,"E 3 / 602,HIGHLAND PARK, ,MULUND (W) MUMBAI ,MAHARASHTRA  Pin:400082",09702210066,divyagroup@hotmail.com
JKH EXPORTS,CARDAMOM LARGE       CHILLIES             TURMERIC             CUMIN                CELERY               FENNEL               FENUGREEK            OTHER SEEDS         ,C,J149,"B/62, APMC COMPLEXMARKET-I, PHASE-II, ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 705",9820062233,jkhadmn@jkhexports.com
SANTOSH IMPEX,CARDAMOM LARGE       TURMERIC             FENUGREEK            CURRY POWDER        ,C,S2923,"108-109MEHAK TOWER ,LUDHIANA ,PUNJAB  Pin:141001",9814304123,santoshimpex1@gmail.com
TARGET EXPORTS PVT. LTD,CARDAMOM LARGE       TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,C,T863,"CEN -454 ,LUDHIANA ,PUNJAB  Pin:142022",9988291098,targetexports2010@gmail.com
P.D. INTERNATIONAL,CARDAMOM LARGE       CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE CURRY POWDER        ,C,P893,"216/3VANKUNJ ,WADALA (WEST), MUMBAI ,MAHARASHTRA  Pin:400 031",9867294087,pdinternational1@rediffmail.com
PARAYIL FOOD PRODUCTS PVT.LTD,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,C,P892,"BLDG.NO.1/781-802INDUSTRIAL DEVELOPMENT AREA ,AROOR,ALAPPUZHA ,KERALA  Pin:688534",9645077276,info@seafood-delight.com
K.K.INTERNATIONAL,CARDAMOM LARGE       TURMERIC             CORIANDER            FENNEL               FENUGREEK            OTHER SEEDS         ,C,K759,"701, GARDEN VIEW,X13,   SHASTRI NAGAR ,ANDHERI(W).  MUMBAI ,MAHARASHTRA  Pin:400 053",9323837200,nanimaa@gmail.com
KUNAL CORPORATION,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,C,K461,"A/25, PHASE II, MARKET IA.P.M.C. COMPLEX, VASHI ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 703",08080599598,kunal@bekc.in
CHATWANI IMPEX PVT. LTD.,CARDAMOM LARGE       CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENUGREEK            OTHER SEEDS          CURRY POWDER        ,C,C539,"SHOP NO.2,PLOT NO.5, R.D.P. 5, SECTOR 7,INDU SAGAR C.H.S. LTD., ,MUMBAI ,MAHARASHTRA  Pin:400067",9820054365,chatwaniimpex@yahoo.co.in
ABIR INTERNATIONAL,CARDAMOM LARGE       GINGER               CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          CURRY POWDER        ,C,A2642,"46- B ,LUDHIANA ,PUNJAB  Pin:141012",9876591278,dk_parnami123@yahoo.co.in
NANDYALA SATYANARAYANA,CHILLIES             GINGER               TURMERIC             CUMIN                TAMARIND            ,D,N426,"9/14/2/9, SANTA MARKETTADEPALLIGUDEM, ,WEST GODAVARI DISTRICT ,ANDHRA PRADESH  Pin:534102",9848123229,info@nkexpo.com
SIDHHARTHA CORPORATION PVT.LTD,CHILLIES             TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          NUTMEG/MACE,D,S2016,"205/206, 2ND FLOORJ.K. CHAMBERS ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 703",9320120239,ashish@sidhhartha.com
VIJAYAKRISHNA SPICE FARMS PVT.LTD,CHILLIES            ,D,V653,"No.35KHB COLONY ,BELLARY ,KARNATAKA  Pin:583 103",9880933399,mail@vkspice.com
SMJ EXPORTS PVT. LTD.,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                CELERY               FENNEL               FENUGREEK            GARLIC               CURRY POWDER        ,D,S2532,"A- 333SHASTRI NAGAR ,JODHPUR ,RAJASTHAN  Pin:342003",9672273561,tarun2k52000@gmail.com
SHIV KUMAR MAHAVEER KUMAR,CHILLIES            ,D,SG22,"D.NO.24-11-1997TH LANE ,PATNAM BAZAR GUNTUR ,ANDHRA PRADESH  Pin:522003",9000866077,smguntur@gmail.com
AGROGREEN RESOURCES INDIA,CHILLIES            ,D,R1032,"NO. 14WEST PONNAGARAM   10th STREET ,MADURAI ,TAMIL NADU  Pin:625016",9786455667,agrogreen09@yahoo.com
S.JAYAVEL EXIM,CHILLIES            ,D,J528,"OLD NO 69NEW NO 46 ,CHENNAI ,TAMIL NADU  Pin:600013",9585018888,jayavel_exim@yahoo.co.in
AGRO CROPS INDIA  LIMITED,CHILLIES             CUMIN                FENNEL               FENUGREEK           ,D,A1266,"NO.45,  ROOM NO.1, 2ND FLOORSM PLAZA ,CHENNAI ,TAMIL NADU  Pin:600 001",9940141771,bhuv@agrocrops.com
ACE EXPORTS,CHILLIES            ,D,A989,"NO.47, 1ST FLOORLAL BAGH MAIN ROAD ,BANGALORE ,KARNATAKA  Pin:560027",9880309179,ace@ace-exports.com
ITC LIMITED,CHILLIES             TURMERIC             CORIANDER            CUMIN                CELERY               FENUGREEK           ,D,I209,"37 VIRGINIA HOUSEJAWAHARLAL NEHRU ROAD ,KOLKATA ,WEST BENGAL  Pin:700071",9849649215,sanjeev.bisht@itc.in
ASIAN FOOD INDUSTRIES,CHILLIES             GINGER               TURMERIC             CORIANDER            CUMIN                FENNEL               FENUGREEK            OTHER SEEDS          TAMARIND            ,D,A834,"N.H.NO.8,OPP. ESCORT TRACTORS, ,TAL. NADIAD DIST,KHEDA, ,GUJARAT  Pin:387320",9824074444,asianfoodindustries@gmail.com
RAZACK TRADING COMPANY,CHILLIES            ,D,R1035,"6RTC BUILDING ,ARIYALUR ,TAMIL NADU  Pin:621704",09443306472,rtcariyalur@yahoo.com
GINNY FOOD,CHILLIES             CORIANDER            GARLIC              ,D,G882,"103SATYA SAI ENCLAVE ,GUNTUR ,ANDHRA PRADESH  Pin:522007",9849133391,ginnyfoods@gmail.com
GREEN   ASIA   IMPEX    PRIVATE    LIMITED,CHILLIES            ,D,G976,"D  NO   11/18/25BACK    SIDE    OF    HDFC    BANK ,TADEPALLIGUDEM ,Select  Pin:534102",9849041785,raam_pv@yahoo.com
ARIHANT MULTISALES PVT.LTD,CHILLIES            ,D,A2477,"205,2ND FLOORJ.K CHAMBERS, PLOT NO.76 ,NAVI MUMBAI ,MAHARASHTRA  Pin:400703",9320120239,arihantmultisalespvtltd@gmail.com
SAKTHI EXPORTS,CHILLIES            ,D,SE08,"10NORTH CAR STREET ,SANKARANKOVIL ,TAMIL NADU  Pin:627 756",9003930619,agpgroups@yahoo.co.in
SAMBROS EXPORTERS,CHILLIES            ,D,S3141,"126   SASTRI ROADRAMNAGAR ,COIMBATORE ,TAMIL NADU  Pin:641009",9952113377,sambrosexporters@gmail.com
SAHANA ENTERPRISES,CHILLIES             TURMERIC            ,D,S1684,"NO.136, BLOCK NO.1FLAT NO.6-E ,CHENNAI ,TAMIL NADU  Pin:600093",9884799099,sahanaaenterprises@gmail.com
NADIA EXIM,CHILLIES            ,D,N418,"8A, 8TH FLOOR,SOLUS, JAIN HEIGHTS, NO.2 1ST CROSS ,BANGALORE ,KARNATAKA  Pin:560002",9980133734,nadiaexim@yahoo.co.in
F.A.TRADING,CHILLIES             GINGER               TURMERIC            ,D,T562,"48 BAITHAK KHANA ROAD ,KOLKATA ,WEST BENGAL  Pin:700 009",9830020710,fasamirmsaha@yahoo.co.in
K.N.FOODS,CHILLIES            ,D,K786,"9-14-2(68)B.R.MARKET ,W.G.DIST ,ANDHRA PRADESH  Pin:534 102",9848195599,naga@knfoods.in
AVILAA EXPORTS PRIVATE LIMITED,CHILLIES            ,D,A1526,"OLD NO.269/1, NEW NO.126JSJ COMPLEX, IV TH FLOOR ,CHENNAI ,TAMIL NADU  Pin:600001",9677260444,exports@avilaaexports.com
SRI VARU IMPEX AND LOGISTICS,CHILLIES            ,D,S1954,"23-B-2G, SECOND FLOORMANDIRA APART ,T. NAGAR, CHENNAI ,TAMIL NADU  Pin:600017",9884269791,srivaruimpex@gmail.com
RAMA SATYA DEVA CHILLIES,CHILLIES            ,D,R1255,"D.NO. 26-16-150/ AOPP AMC ,GUNTUR ,ANDHRA PRADESH  Pin:522004",09704400444,ramasatyadevachillies2013@gmail.com
GANGADHAR MOTILAL,CHILLIES            ,D,G717,"24-11-1997TH LANE ,PATNAM BAZAR, GUNTUR ,ANDHRA PRADESH  Pin:522003",9399351784,smguntur@gmail.com
SABARI EXPORT,CHILLIES            ,D,S2822,"12A/2BHARATHI NAGAR ,KARUR ,TAMIL NADU  Pin:639002",8124215999,sabariexportind@gmail.com
VENKATRAMA INTERNATIONAL LLP,CHILLIES            ,D,V1030,"D.NO.5 87 39/1 MAIN ROADSAKKU HOUSE ,GUNTUR ,ANDHRA PRADESH  Pin:522007",8978825599,exportmanager@sakkuspinningmills.com
SAKKU SPINNING MILLS PRIVATE LIMITED,CHILLIES            ,D,S3245,"5-87-39/1,SAKKU HOUSE ,GUNTUR ,ANDHRA PRADESH  Pin:522007",8978923399,gmmarketing@sakkuspinningmills.com
G K TRADING COMPANY,CHILLIES            ,D,G1109,"ASST 1990, FEDERAL BANK STREETLINGAYAPALEM,  WARD 1, NEAR NCML COLD STORAGE ,GUNTUR ,ANDHRA PRADESH  Pin:522005",9573455163,gk.bollam@gmail.com
STAR EXPORTS,CHILLIES            ,D,S2772,"25...16...218/4CHINNABBAI HOTEL LANE ,GUNTUR ,ANDHRA PRADESH  Pin:522005",9246757558,rajkumarinfo100@gmail.com
KRISHNA TRADERS,CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL               FENUGREEK            GARLIC              ,D,K081,"20, MURALIDHAMHARA CHANDRA MULLICK ST ,KOLKATA ,WEST BENGAL  Pin:700 005",9830057548,tmohankt@gmail.com
SRI VENKATESHWAR SPICES,CHILLIES             TURMERIC             CORIANDER            GARLIC              ,D,S1487,"PLOT NO.50RMBETGERI ,BYADGI, HAVERI DIST ,KARNATAKA  Pin:581 106",9449915000,rmb.mrb@hotmail.com
Mysore Mercantile Co. Ltd,CHILLIES            ,D,M1227,"No.201- 202, 2ND FLOOR, NO.87, K.R.ROADSHRESHTA BUMI ,BANGALORE ,KARNATAKA  Pin:560004",9449873628,amreen@mmclindia.com
KUNVARJI COMTRADE RETAIL PVT LTD,CHILLIES            ,D,K983,"KUNVARJI, B WING,SIDDHIVINAYAK TOWERS, NR. D.A.V SCHOOL, ,AHMEDABAD ,GUJARAT  Pin:380051",9925226271,bhavin.mehta@kunvarji.com
INDIAN CHILLIES TRADING COMPANY LTD.,CHILLIES             TURMERIC             SPICE OILS & OLEORES,D,I188,"33M.C.CHIDAMBARA NADAR STREET , ,TAMIL NADU  Pin:626 001",9942460624,indianchilliestrading@gmail.com
RAMSIVA TRADERS PRIVATE LIMITED,CHILLIES             TURMERIC             OTHER SEEDS         ,D,R1111,"28, IST MANIN ROADUNITED INDIA COLONY, KODAMBAKKAM ,CHENNAI ,TAMIL NADU  Pin:600024",9444928286,ramsivatpl@gmail.com
DANISH EXPORT CORPORATION,CHILLIES             TURMERIC             CUMIN               ,D,D267,"48,  2ND FLOORIRFAN MANZIL ,KOLKATA ,WEST BENGAL  Pin:700 073",9830350927,danishexport@yahoo.co.in
V.P.S.A.PARAMASIVA NADAR &#38 CO.,CHILLIES             TURMERIC             CORIANDER           ,D,P090,"33M.C.CHIDAMBARA ,VIRUDHNAGAR ,TAMIL NADU  Pin:626 001",9942460624,vpsaparamasiva@gmail.com
NAVIN IMPEX,CHILLIES             GINGER               GARLIC              ,D,N551,"11-1-84/17 ,WEST GODAVARI DIST ,ANDHRA PRADESH  Pin:534102",9831162229,ksnatl1969@gmail.com
SASTHA EXPORTS,CHILLIES            ,D,S2123,"OLD NO.42  NEW NO.21IAF MAIN ROAD ,PATTABIRAM,CHENNAI ,TAMIL NADU  Pin:600072",9840459318,sasthaexportsch@gmail.com
C.M.S. BALAN &#38 CO,CHILLIES             TURMERIC            ,D,C317,"130 AEAST MASI STREET ,MADURAI ,TAMIL NADU  Pin:625 001",9843124868,cmsgopi2011@gmail.com
SRI VAIRAPERUMAL TRADERS,CHILLIES            ,D,S3068,"NO  564 KAMADHENU COLD STORAGEANKIREDDY PALEM ,GUNTUR ,ANDHRA PRADESH  Pin:522005",9440644543,srivairaperumaltraders@gmail.com
FARMICO EXPORTS,CHILLIES             TURMERIC            ,D,S872,"OFFICE NO.1006, 10TH FLOOR ,ANDHERI [E], MUMBAI ,MAHARASHTRA  Pin:400069",9890166000,sales@sureshexports.com
JUGAL KISHORE SANDEEP KUMAR,CHILLIES            ,D,J473,"237- B, ANKIREDDY PALEMBEHIND RAVAL APPARAO COLD STORAGE ,GUNTUR ,ANDHRA PRADESH  Pin:522 004",9396619400,jkishoreskumar@yahoo.co.in
BARON SPICES PVT LTD,CHILLIES            ,D,B872,"6-883 /F/1POTHULA TOWERS ANNEX ,HYDERABAD ,TELANGANA  Pin:500016",9966230800,mahesh.pothula@gmail.com
SRI SAI TRADERS,CHILLIES            ,D,S2806,"NO. 10/329 2ND FLOORTHAMBU CHETTY STREET ,CHENNAI ,TAMIL NADU  Pin:600001",9790979942,srisaitraders38@gmail.com
CAPSICUM OVERSEAS EXPORTS,CHILLIES            ,D,C478,"A-12KAVITHA FLATS,  SBI STAFF COLONY ,CHENNAI ,TAMIL NADU  Pin:600106",9940062499,capsicumoe@gmail.com
TKV MARKETING INDIA PRIVATE LIMITED,CHILLIES            ,D,T508,"515, 5TH FLR., BEZZOLA COMPLEXSION-TROMBAY ROAD, CHEMBUR ,MUMBAI ,MAHARASHTRA  Pin:400 071",9821578865,exim@tkvmarketing.com
ARD AGRO EXPORTS,CHILLIES            ,D,A1187,"8A, 8TH  FLOOR, SOLUS, JAIN HEIGHTSNO.21ST CROSS,  J C ROAD ,BENGALURU,  BENGALURU URBAN ,KARNATAKA  Pin:560002",9880309179,ace@ace-exports.com
SKT EXPORTS,CHILLIES            ,D,S2167,"25/27/33COLLECTOR OFFICE ROAD ,LALPURAM POST, GUNTUR ,ANDHRA PRADESH  Pin:522017",8179808239,sktchillies@gmail.com
VIJAYAKRISHNA SPICES PRIVATE LIMITED,CHILLIES            ,D,V919,"No.35KHB COLONY ,BELLARY ,KARNATAKA  Pin:583103",9849552225,hanuman@vkspice.com
DEVGANESH EXPORTERS,CHILLIES            ,D,D755,"D.NO.2-221SIVA REDDY PALEM ,GUNTUR ,ANDHRA PRADESH  Pin:522509",8977711143,devganeshexporters@gmail.com
TALAKSHI LALJI &#38 CO.,CHILLIES            ,D,T336,"POST BOX NO.5BAHARKOT, ,VERAVAL ,GUJARAT  Pin:362265",9821076289,tilak.agro@gmail.com
VIVID INTERNATIONAL TRADES,CHILLIES            ,D,V856,"No.4/4K.T.K. THANGAMANI NAGAR ,MADURAI ,TAMIL NADU  Pin:625019",9786200607,vividinternationaltrades@gmail.com
ATMAYA INTERNATIONAL,CHILLIES            ,D,A2850,"56-A,Lane C, Ragvilas Society  NorthMain Road, Koregaon Park ,PUNE ,MAHARASHTRA  Pin:411040",7350200555,atmayas.exim@gmail.com
MAA TARA EXIM PVT LTD,CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL               FENUGREEK            TAMARIND            ,D,M1025,"19 ARMENIAN STREET 4TH FLOOR ,KOLKATA ,WEST BENGAL  Pin:700001",9433095759,mteexim_05@yahoo.in
S. R. K. TRADERS,CHILLIES            ,D,S3036,"28,TIRUPUR ROAD ,UDUMALPET ,TAMIL NADU  Pin:642126",9443030255,srk_udt@yahoo.com
UNIVERSAL TRADE LINK,CHILLIES             GINGER               TURMERIC             GARLIC               TAMARIND            ,D,U247,"SHREE KRISHNA CHAMBERS78, BENTINCK ST, BLOCK-B ,KOLKATA ,WEST BENGAL  Pin:700001",9874934321,universaltradelink@yahoo.in
SWASTIK INTERNATIONAL,CHILLIES             CUMIN               ,D,S2064,"65 A/7, SWASTIKJANKALYAN SOCIETY ,RAJKOT ,GUJARAT  Pin:360001",6351383407,hitesh@swastikinternational.biz
DEEPKAMAL EXPORTS PVT LTD,CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL               FENUGREEK            NUTMEG/MACE CURRY POWDER        ,D,D402,"F/163, ARK ARCADEGANESH CHOWK, OLD D.N. NAGAR ,ANDHERI (W), MUMBAI ,MAHARASHTRA  Pin:400  053",9820626024,deepkamalexports@gmail.com
Nithran Impex,CHILLIES            ,D,N909,"18,Dent In, P.V.RAJAMANNAR SALAI ,CHENNAI ,TAMIL NADU  Pin:600078",9884799099,nithranimpex@gmail.com
EMME EXPORTERS,CHILLIES            ,D,E188,"PLOT-49INDUSTRIAL DEVELOPMENT AREA ,ERNAKULAM ,KERALA  Pin:683573",9447146402,emmeexporters@gmail.com
OMVISHKAR EXPORTS,CHILLIES             TURMERIC            ,D,O080,"NEW NO  52OLD NO  297 ,CHENNAI ,TAMIL NADU  Pin:600001",9710935937,omvishkarexports@gmail.com
BOMMIDALA BROTHERS,CHILLIES            ,D,B800,"P.B NO.72MANGALAGIRI ROAD ,GUNTUR ,ANDHRA PRADESH  Pin:522001",9849086773,accountsho@bbmbommidala.com
DS OVERSEAS TRADERS PRIVATE LIMITED,CHILLIES            ,D,D767,"229, A. J. C. BOSE ROADCRESCENT TOWER, 6TH FLOOR ,KOLKATA ,WEST BENGAL  Pin:700020",9830060689,skmall@dsoverseas.org
GAGAN IMPEX PRIVATE LIMITED,CHILLIES             TURMERIC            ,D,G540,"11-7-6,1ST FLOORVERRA RAMANNA STREET,KOTHAPET ,VIJAYAWADA ,ANDHRA PRADESH  Pin:520 001",9866188448,info@gaganimpex.net
RABI TRADING COMPANY,CHILLIES            ,D,R1278,"6THANDAVARYA SERVAI STREET,  RTC BUILDING ,ARIYALUR ,TAMIL NADU  Pin:621704",9443306472,rtcariyalur@gmail.com
CLASSIC EXPORTS,CHILLIES            ,D,C601,"D.NO.15_04_34 1ST FLOORCLASSIC EXPORTS ,GUNTUR ,ANDHRA PRADESH  Pin:522001",9700663197,classicexportsgnt@gmail.com
PREMA TRADERS,CHILLIES            ,D,P327,"126PERIAKADAI STREET ,TUTICORIN ,TAMIL NADU  Pin:628 001",9443126728,prematraderstuty@gmail.com
SUNRISE SPICES EXPORTERS,CHILLIES             TURMERIC            ,D,S3282,"2CHANDRA PALACE ,NADIAD  KHEDA ,GUJARAT  Pin:387001",9825014778,sunrisespicesexporters@gmail.com
EARTH EXPO COMPANY,CHILLIES             CUMIN                CURRY POWDER        ,D,E361,"INDUSTRIAL PLOT NUMBER 305 ,BHAVNAGAR ,GUJARAT  Pin:364060",9898419831,info@earthexpocompany.com
SHARANAM REALINFRA PVT.LTD.,CHILLIES            ,D,S2989,"21CAMAC STREET ,KOLKATA ,WEST BENGAL  Pin:700016",9831166006,export@sharanamgroup.com
AGRICULTURAL EXPORT COMPANY,CHILLIES            ,D,A1119,"33 M.C. CHIDAMBARA NADAR STREET ,VIRUDHUNAGAR ,TAMIL NADU  Pin:626001",9942460624,agriculturalexportco@gmail.com
CAPITAL  EXPORTS,CHILLIES             TURMERIC            ,D,C392,"NO.II,  SHREE OMKAR KRUPAPLOT-IIB-SECTOR-23, DHARVE ,NAVI MUMBAI ,MAHARASHTRA  Pin:400 706",9930037223,sci@asia.com
OROR FLAVOURS &#38 CHEMICALS (P) LTD.,CHILLIES            ,D,O124,"SUBBIAH NAIDU INDUSTRIAL COMPLEXY PUDUPATTY ARUMBANUR POST ,MADURAI NORTH ,TAMIL NADU  Pin:625104",98421 81624,admin@ororflavours.in
KRISHNA SPICES PVT LTD,CHILLIES            ,D,K422,"25-16-138NEAR NEW CHILLY YARD ,CHENNAI ROAD, GUNTUR ,ANDHRA PRADESH  Pin:522 004",9397600395,kk_spices@yahoo.com
ALANKAARS IMPORTS AND EXPORTS,CHILLIES            ,D,A2631,"C-7010 TH C CROSS ,TRICHY ,TAMIL NADU  Pin:620018",9841511020,alankaarimpex@gmail.com
AMEEN EXPORTS &#38 IMPORTS,CHILLIES            ,D,A1254,"HOUSE NO.661/AWARD NO.11 ,PALLIKKARA ,KERALA  Pin:683565",9447181300,contact@ameenexports.com
KEDIA BROTHERS,CHILLIES             TURMERIC             CUMIN                FENNEL               FENUGREEK           ,D,K406,"21 ,KOLKATA ,WEST BENGAL  Pin:700 007",9830328022,exports@kediabrothers.com
PROGRESSIVE INTERNATIONAL,CHILLIES            ,D,P978,"28/R/2NETAJI COLONY ,KOLKATA ,WEST BENGAL  Pin:700090",9748993252,dilip.saha974@gmail.com
SURENDRARAY &#38 CO.,CHILLIES             GINGER               TURMERIC             CUMIN                FENUGREEK            TAMARIND             CURRY POWDER        ,D,S216,"A/209GOKUL ARCADE ,VILE PARLE(E), MUMBAI ,MAHARASHTRA  Pin:400057",09820050554,kamdardinesh@gmail.com
M.K.TRADERS,CHILLIES            ,D,M871,"28/14/115GORILADODDI   RAGHURAM NAGAR ,GUNTUR ,ANDHRA PRADESH  Pin:522 004",9490742522,mktraders161@gmail.com
SARAVAN SPICES,CHILLIES            ,D,S2646,"NO. 26/39/9/1/C37TH LANE ,GUNTUR ,ANDHRA PRADESH  Pin:522004",8978923456,saravan.spices@gmail.com
KAVERI OIL SEEDS PROCESSING COMPANY,CHILLIES            ,D,K932,"34PANKAJAM HOUSE ROAD ,THENI ,TAMIL NADU  Pin:626531",9942460624,kaveroil@gmail.com
SAFAL FOOD PRODUCTS PVT.LTD.,CHILLIES             CURRY POWDER        ,D,S2954,"257, MIDDLE RING ROAD,EAST WARDHAMAN NAGAR, ,NAGPUR ,MAHARASHTRA  Pin:440008",7774002575,purchase@suruchispices.net
THAKKER MERCANTILE PVT.LTD,CHILLIES             TURMERIC             CUMIN                GARLIC               NUTMEG/MACE,D,T528,"H.20, APMC MARKET-1PHASE-II ,VASHI ,MAHARASHTRA  Pin:400 703",9821240229,info@thakkermercantile.in
AK-ILA EXIM CORPORATIONS,CHILLIES            ,D,A2499,"74NEITHAL NAGAR ,NAGAPPATTINAM ,TAMIL NADU  Pin:611001",9842433130,kumaraquatech@gmail.com
SABITRI TRADERS,CHILLIES            ,D,S1685,"20HARA CHANDRA MULLICK STREET ,KOLKATA ,WEST BENGAL  Pin:700005",9830057548,tmohankt@gmail.com
WINCOM TRADING (INDIA) PVT.LTD,CHILLIES             GINGER               TURMERIC             CUMIN                FENNEL               FENUGREEK            OTHER SEEDS         ,D,WO64,"8/26,FLAT NO.6FIRST FLOOR , ,DELHI  Pin:110 008",9810036216,wincomtrading@gmail.com
